"","WBN_GC_L_0.25","WBN_GC_H_0.25","WBN_GC_L_0.50","WBN_GC_H_0.50","WBN_GC_L_0.75","WBN_GC_H_0.75","WBN_GC_L_1.00","WBN_GC_H_1.00","WBN_EN_L_0.25","WBN_EN_H_0.25","WBN_EN_L_0.50","WBN_EN_H_0.50","WBN_EN_L_0.75","WBN_EN_H_0.75","WBN_EN_L_1.00","WBN_EN_H_1.00","WBN_LP_L_0.25","WBN_LP_H_0.25","WBN_LP_L_0.50","WBN_LP_H_0.50","WBN_LP_L_0.75","WBN_LP_H_0.75","WBN_LP_L_1.00","WBN_LP_H_1.00"
"3380",-2.39866,1.28721,-2.5266,2.02029,-2.76971,2.91475,-3.58797,3.82237,-0.816364,1.36446,-1.64137,2.15106,-2.46957,3.0107,-3.29938,3.90165,-1.02736,1.19168,-1.79462,2.09644,-2.61522,3.01047,-3.45474,3.92788
"3381",-1.79749,1.67046,-2.11109,2.34828,-2.86741,3.18174,-3.70042,4.06505,-0.712958,1.40543,-1.57378,2.26477,-2.46358,3.17471,-3.36272,4.09801,-1.01038,1.06971,-1.86198,1.93475,-2.75276,2.85487,-3.65333,3.78305
"3382",-2.25133,1.74313,-2.37587,2.36908,-2.85896,3.2054,-3.68341,4.08905,-0.712915,1.40386,-1.57356,2.26218,-2.46314,3.1712,-3.36203,4.0936,-1.01053,1.02859,-1.86218,1.92639,-2.75288,2.84747,-3.65329,3.77536
"3383",-1.42385,1.77497,-1.98192,2.1477,-2.7742,2.78311,-3.59161,3.62547,-0.782409,1.53943,-1.59444,2.3667,-2.42485,3.21017,-3.26596,4.06082,-1.07804,1.08744,-1.89641,1.92072,-2.72521,2.77823,-3.55742,3.64648
"3384",-2.08975,2.16524,-2.23331,2.48853,-2.76715,2.96679,-3.58728,3.63211,-0.78821,1.36305,-1.59991,2.13859,-2.42861,2.97174,-3.26795,3.82565,-1.02734,1.12796,-1.79406,1.96742,-2.61285,2.82384,-3.44947,3.689
"3385",-1.93872,1.2291,-2.31345,2.04726,-2.80807,2.93064,-3.4677,3.82867,-0.830725,1.40488,-1.68519,2.12089,-2.54915,2.96914,-3.41764,3.85766,-0.9269,1.15674,-1.68362,2.04847,-2.51682,2.95243,-3.37327,3.86105
"3386",-1.40814,1.20775,-1.91745,1.9408,-2.67748,2.77578,-3.49209,3.63368,-0.781777,1.53656,-1.57764,2.36175,-2.3815,3.20521,-3.19065,4.05745,-1.07671,1.08599,-1.89274,1.91354,-2.71979,2.76301,-3.55095,3.62349
"3387",-2.08975,2.16527,-2.23333,2.48896,-2.56257,2.96747,-3.11331,3.58996,-0.754489,1.27621,-1.51549,1.93696,-2.27911,2.67493,-3.04412,3.44977,-0.830142,1.07306,-1.48933,1.86107,-2.19532,2.66273,-2.93194,3.4699
"3388",-1.63469,1.44021,-1.92984,1.99295,-2.48912,2.73957,-3.25809,3.55119,-0.807697,1.23431,-1.61752,1.91558,-2.42815,2.71192,-3.23916,3.54449,-0.847996,1.15532,-1.54588,1.99814,-2.30134,2.84868,-3.07283,3.70235
"3389",-2.25134,1.74599,-2.37584,2.39061,-2.83495,3.21109,-3.64771,4.0836,-0.702032,1.40211,-1.55372,2.25423,-2.43569,3.15613,-3.32728,4.07125,-1.01057,1.01393,-1.85642,1.90318,-2.7403,2.81663,-3.63373,3.73708
"3390",-1.54858,1.70233,-2.0964,2.39518,-2.85252,3.24992,-3.68824,4.15504,-0.787575,2.33911,-1.62787,2.49674,-2.51063,3.21303,-3.40962,4.14738,-1.09668,1.14052,-1.88688,2.02897,-2.77288,2.95532,-3.67439,3.89574
"3391",-2.39865,1.28656,-2.5266,1.94994,-2.7646,2.76895,-3.28181,3.60527,-0.787991,1.28292,-1.58822,1.99536,-2.3947,2.79199,-3.20487,3.61859,-0.918902,1.09999,-1.62427,1.92773,-2.38997,2.76887,-3.18018,3.61563
"3392",-2.32427,1.30022,-2.57347,2.02347,-2.9453,2.8094,-3.4039,3.61984,-0.763351,1.29286,-1.52768,2.02672,-2.29264,2.83234,-3.05838,3.65891,-0.919526,1.10296,-1.63748,1.90127,-2.40363,2.72191,-3.18387,3.55452
"3393",-1.48911,1.26852,-1.88752,1.81811,-2.52464,2.52974,-3.22978,3.27787,-0.603211,1.30207,-1.30486,2.00095,-2.04254,2.75339,-2.79369,3.52203,-0.896927,1.03569,-1.59248,1.69439,-2.33383,2.4475,-3.08801,3.2185
"3394",-1.56394,1.70028,-2.11433,2.38174,-2.86885,3.22017,-3.70226,4.11114,-0.784893,2.33459,-1.62333,2.46392,-2.50531,3.18052,-3.40324,4.10787,-1.01145,1.13051,-1.86514,2.00486,-2.75791,2.92083,-3.66085,3.85143
"3395",-2.15116,1.76523,-2.29303,2.39487,-2.83663,3.22083,-3.65268,4.09992,-0.762064,1.40707,-1.55638,2.26479,-2.43722,3.17299,-3.32899,4.09473,-1.03148,1.10005,-1.85764,1.94472,-2.74143,2.85487,-3.63506,3.77922
"3396",-1.56304,1.70035,-2.11299,2.38423,-2.86999,3.22719,-3.70624,4.12266,-0.784705,2.33461,-1.62374,2.46409,-2.50749,3.19698,-3.40734,4.12879,-1.00432,1.13607,-1.86082,2.0159,-2.7561,2.93797,-3.66131,3.87364
"3397",-2.39839,1.71488,-2.52587,2.37593,-2.84985,3.19671,-3.671,4.07463,-0.761098,1.40385,-1.55638,2.26114,-2.43756,3.16909,-3.32949,4.0906,-1.01037,1.03462,-1.8572,1.92388,-2.74174,2.84331,-3.63573,3.77033
"3398",-1.50632,1.44048,-1.88058,2.02085,-2.42125,2.79506,-3.1458,3.61162,-0.78207,2.33465,-1.56607,2.46214,-2.35077,2.827,-3.13632,3.561,-0.908003,1.14174,-1.49946,1.97666,-2.23566,2.8191,-3.00397,3.665
"3399",-2.2179,2.17669,-2.34693,2.3012,-2.67714,3.00346,-3.50625,3.87645,-0.816015,1.30428,-1.66647,2.08877,-2.52993,2.96072,-3.39918,3.85591,-0.929404,1.1457,-1.70445,2.02859,-2.54706,2.92823,-3.40839,3.83426
"3400",-2.40014,2.14348,-2.5288,2.46651,-2.77068,2.92939,-3.22284,3.49866,-0.770235,1.25992,-1.54717,1.87864,-2.32629,2.56292,-3.10639,3.31078,-0.811081,1.05991,-1.4378,1.84159,-2.15861,2.63548,-2.93321,3.4336
"3401",-1.76346,1.525,-2.17596,2.04515,-2.72781,2.74194,-3.35156,3.51095,-0.754822,1.27133,-1.51651,1.99339,-2.28068,2.78893,-3.04602,3.60506,-0.830518,1.28084,-1.49116,2.03437,-2.1908,2.84131,-2.90642,3.6623
"3402",-1.52375,1.18825,-1.99081,1.95434,-2.76713,2.80577,-3.58845,3.67884,-0.792644,1.36768,-1.61285,2.15846,-2.44997,3.01071,-3.2967,3.88342,-1.02735,1.27782,-1.79462,2.04456,-2.61523,2.90185,-3.45481,3.7793
"3403",-1.49653,1.7752,-1.88813,2.1678,-2.5176,2.86098,-3.2277,3.63721,-0.758469,2.33465,-1.52811,2.46241,-2.3026,2.8561,-3.07971,3.63072,-0.930141,1.06593,-1.67485,1.85493,-2.44833,2.6593,-3.22861,3.47197
"3404",-1.50654,1.77513,-1.88057,2.15434,-2.42057,2.83207,-3.09676,3.64093,-0.772055,2.33819,-1.55553,2.47555,-2.34443,2.86956,-3.13626,3.59414,-0.830584,1.11946,-1.49884,1.93933,-2.23464,2.76831,-3.00302,3.60159
"3405",-1.40814,1.22499,-1.983,2.03793,-2.76874,2.92955,-3.59299,3.8385,-0.83979,1.36473,-1.69899,2.15301,-2.56708,3.01828,-3.43966,3.91559,-1.02736,1.18467,-1.7943,2.08453,-2.61419,2.99669,-3.45403,3.91445
"3406",-2.31663,1.65752,-2.56758,2.20817,-2.95198,2.89883,-3.43803,3.64689,-0.69019,1.25822,-1.42528,1.96231,-2.17669,2.74431,-2.93518,3.54755,-0.839974,1.10343,-1.51419,1.85687,-2.22076,2.65731,-2.94236,3.46875
"3407",-1.42385,1.77506,-1.93932,2.1514,-2.75515,2.82214,-3.59414,3.67738,-0.760125,2.33466,-1.54195,2.46599,-2.34548,3.23791,-3.16761,4.10967,-1.08101,1.11338,-1.91033,1.93788,-2.75644,2.78952,-3.61006,3.65722
"3408",-2.32502,1.26198,-2.57504,2.00868,-2.94812,2.81449,-3.40624,3.63874,-0.719059,1.29152,-1.4743,2.02697,-2.24833,2.83758,-3.03168,3.66978,-0.922077,1.0641,-1.65438,1.88634,-2.42099,2.72276,-3.19722,3.56527
"3409",-1.44519,1.20348,-1.81829,1.91855,-2.51162,2.73072,-3.28799,3.56763,-0.796494,1.28443,-1.60142,2.0004,-2.41152,2.80124,-3.22489,3.63204,-0.9189,1.13022,-1.6242,1.96517,-2.38963,2.8107,-3.17973,3.66141
"3410",-1.55187,1.7011,-2.10306,2.38267,-2.85983,3.22338,-3.69467,4.11816,-0.782726,2.33463,-1.62127,2.46378,-2.50359,3.18534,-3.40122,4.11742,-1.08966,1.13906,-1.88731,2.01772,-2.77229,2.93731,-3.67195,3.87174
"3411",-1.44516,1.19571,-1.91064,2.01992,-2.68121,2.89924,-3.51442,3.79345,-0.816507,1.30132,-1.66731,2.08134,-2.53105,2.94937,-3.40058,3.84104,-0.92923,1.1535,-1.70287,2.03621,-2.54463,2.93364,-3.40573,3.83688
"3412",-2.40006,1.43792,-2.52856,2.00388,-2.76911,2.80254,-3.31207,3.64341,-0.785155,1.29372,-1.58375,2.02742,-2.38995,2.84079,-3.20073,3.68092,-0.919078,1.12353,-1.63852,1.95953,-2.41327,2.80999,-3.20821,3.66696
"3413",-1.50672,1.44027,-1.88961,1.99145,-2.5266,2.72314,-3.23216,3.50429,-0.720828,1.30593,-1.48029,2.01563,-2.25271,2.78688,-3.03072,3.58047,-0.896936,1.04483,-1.59257,1.79969,-2.33414,2.60227,-3.08862,3.4135
"3414",-2.39868,1.4185,-2.52707,2.04027,-2.77281,2.92029,-3.47536,3.81663,-0.837759,1.29446,-1.69502,2.05868,-2.56089,2.92054,-3.43105,3.81029,-0.92687,1.16485,-1.68363,2.05484,-2.5175,2.95561,-3.3751,3.86078
"3415",-2.35534,2.20606,-2.61318,2.53155,-3.00119,3.06416,-3.47877,3.77876,-0.784563,2.40121,-1.58105,2.67167,-2.38562,3.09271,-3.19549,3.76049,-0.918922,1.12595,-1.64011,1.95138,-2.41831,2.79624,-3.21663,3.64826
"3416",-2.40041,1.70053,-2.52946,2.38913,-2.86516,3.2391,-3.69675,4.14043,-0.787562,2.33912,-1.62689,2.49629,-2.5076,3.19874,-3.40443,4.12916,-1.01632,1.14426,-1.86724,2.03307,-2.75838,2.95652,-3.6601,3.89365
"3417",-2.40033,2.1767,-2.5299,2.30093,-2.79107,2.9735,-3.29468,3.80166,-0.779373,1.29235,-1.57608,2.02663,-2.38094,2.84234,-3.19052,3.68535,-0.919449,1.06425,-1.64417,1.90014,-2.42751,2.75546,-3.22982,3.61716
"3418",-1.62601,1.13951,-1.93225,1.87564,-2.59089,2.68423,-3.34435,3.51321,-0.774627,1.2945,-1.56466,2.02281,-2.36345,2.82315,-3.16769,3.64706,-0.918158,1.10985,-1.63625,1.91252,-2.41034,2.74355,-3.20414,3.58235
"3419",-1.79748,1.70703,-2.10456,2.38845,-2.85676,3.22313,-3.68789,4.11086,-0.724299,1.39892,-1.58486,2.25993,-2.47494,3.17462,-3.37447,4.10362,-1.0177,1.036,-1.87021,1.94169,-2.76163,2.87047,-3.66282,3.80601
"3420",-2.15135,1.7649,-2.29376,2.40713,-2.85568,3.26299,-3.68754,4.17097,-0.80093,1.41442,-1.64588,2.28967,-2.52558,3.22028,-3.42249,4.1663,-1.03161,1.15076,-1.86518,2.05236,-2.75879,2.98849,-3.66316,3.93715
"3421",-2.39865,1.76392,-2.52648,2.37499,-2.86605,3.21591,-3.69289,4.10487,-0.760999,1.40654,-1.5755,2.26861,-2.46587,3.18188,-3.36588,4.10878,-1.00459,1.04743,-1.85989,1.94644,-2.75261,2.87188,-3.65463,3.80453
"3422",-1.53019,1.77497,-1.9818,2.14761,-2.76416,2.77789,-3.58231,3.6145,-0.782409,1.36347,-1.59444,2.13976,-2.42485,2.97333,-3.26596,3.82705,-1.02748,1.08706,-1.79575,1.91882,-2.61717,2.77352,-3.45649,3.63797
"3423",-1.5045,1.68692,-2.08533,2.36825,-2.86203,3.21565,-3.70786,4.11631,-0.765902,1.40966,-1.60337,2.28201,-2.49383,3.20759,-3.39698,4.14752,-1.01059,1.12168,-1.87107,1.99946,-2.7685,2.93086,-3.67517,3.87461
"3424",-2.15117,1.76399,-2.29316,2.37623,-2.85717,3.21834,-3.68344,4.10856,-0.762071,1.40564,-1.57478,2.2685,-2.46415,3.18286,-3.36319,4.11089,-1.01111,1.10183,-1.86278,1.96078,-2.75359,2.8807,-3.65417,3.81241
"3425",-1.76346,1.52518,-2.17596,2.04794,-2.72781,2.75514,-3.35149,3.54199,-0.782087,1.27198,-1.56614,1.99819,-2.35092,2.8019,-3.13603,3.62905,-0.908052,1.28241,-1.48993,2.04784,-2.18906,2.87258,-2.93456,3.712
"3426",-2.39867,2.1653,-2.52655,2.48924,-2.76117,2.97103,-3.1836,3.62032,-0.760952,1.27664,-1.53332,1.94017,-2.30957,2.68736,-3.08763,3.47427,-0.83045,1.06385,-1.5012,1.85235,-2.24128,2.66062,-3.00849,3.47641
"3427",-2.3984,1.69969,-2.52589,2.38634,-2.86847,3.23511,-3.70238,4.13685,-0.78226,1.40716,-1.62055,2.27731,-2.50433,3.20184,-3.40366,4.14124,-1.0108,1.13066,-1.8646,2.0184,-2.75839,2.94862,-3.66241,3.89136
"3428",-1.50633,1.7751,-1.98179,2.15228,-2.76416,2.82196,-3.58231,3.66143,-0.782409,1.3641,-1.59444,2.14297,-2.42485,2.98096,-3.26595,3.84001,-1.02748,1.09102,-1.79575,1.92998,-2.61717,2.79187,-3.45649,3.66315
"3429",-1.44519,1.22008,-1.87041,2.02312,-2.64134,2.90461,-3.48022,3.8031,-0.839551,1.29312,-1.69686,2.05983,-2.56265,2.92585,-3.43274,3.81973,-0.926961,1.17896,-1.68359,2.07253,-2.51678,2.97652,-3.37372,3.88503
"3430",-1.56245,1.70039,-2.10534,2.38753,-2.85978,3.23637,-3.69509,4.13836,-0.786869,1.41036,-1.62529,2.28105,-2.50749,3.20608,-3.40612,4.14607,-1.03152,1.15059,-1.86534,2.03269,-2.7586,2.9597,-3.6624,3.90129
"3431",-1.49649,1.56904,-1.98284,2.13121,-2.76714,2.84506,-3.58727,3.64215,-0.788211,1.36364,-1.59991,2.14147,-2.42862,2.97748,-3.26796,3.834,-1.02734,1.1234,-1.79406,1.9589,-2.61285,2.81338,-3.44946,3.67794
"3432",-2.25133,1.74519,-2.37586,2.40556,-2.85852,3.24863,-3.68458,4.14161,-0.724938,1.40649,-1.58777,2.27144,-2.48055,3.18932,-3.38292,4.12144,-1.00572,1.04433,-1.86402,1.95504,-2.75962,2.88782,-3.66438,3.82697
"3433",-2.35534,1.22256,-2.61317,2.01801,-3.00121,2.89948,-3.50743,3.7965,-0.831742,1.29962,-1.68758,2.0725,-2.55308,2.9392,-3.42315,3.8318,-0.92603,1.18088,-1.68152,2.06373,-2.51518,2.96442,-3.37279,3.87047
"3434",-1.63465,1.5691,-1.92932,2.13149,-2.51761,2.84168,-3.26171,3.6198,-0.808037,1.27369,-1.6185,2.00122,-2.42986,2.79951,-3.24166,3.62304,-0.93014,1.15217,-1.67484,1.99157,-2.44832,2.83917,-3.2286,3.69036
"3435",-1.50652,1.44003,-1.88418,1.98858,-2.47045,2.71745,-3.17648,3.49727,-0.720828,1.23603,-1.48029,1.91346,-2.25271,2.68826,-3.03071,3.48887,-0.847997,1.02083,-1.54588,1.80759,-2.30135,2.61313,-3.07283,3.42551
"3436",-2.39866,1.28735,-2.52692,1.98218,-2.76991,2.80527,-3.29443,3.64422,-0.789317,1.28292,-1.59203,1.99578,-2.40133,2.79388,-3.21438,3.62278,-0.919055,1.11612,-1.62693,1.94395,-2.39769,2.78775,-3.19317,3.63763
"3437",-1.40814,1.20661,-1.91745,1.92404,-2.58138,2.73354,-3.31039,3.56861,-0.798653,1.28927,-1.60484,2.01894,-2.41587,2.82673,-3.23001,3.65984,-0.922067,1.135,-1.65441,1.96905,-2.42151,2.81272,-3.20093,3.66188
"3438",-2.40033,1.30029,-2.52979,2.06586,-2.79099,2.94592,-3.5137,3.84633,-0.816537,1.30333,-1.66738,2.0913,-2.53115,2.96903,-3.4007,3.87042,-0.929329,1.15956,-1.7031,2.05175,-2.5449,2.95899,-3.40603,3.87196
"3439",-2.35534,1.22382,-2.61318,2.03128,-3.00122,2.92838,-3.60414,3.84177,-0.842384,1.36446,-1.70502,2.1538,-2.57692,3.02252,-3.45355,3.92372,-1.02746,1.20052,-1.79572,2.10207,-2.61921,3.01852,-3.46526,3.94033
"3440",-2.25135,1.74768,-2.37577,2.42646,-2.85023,3.29288,-3.68933,4.21471,-0.8195,1.41121,-1.66396,2.29532,-2.54282,3.23903,-3.44321,4.19987,-1.01039,1.32255,-1.8725,2.20603,-2.77297,3.14614,-3.68328,4.10296
"3441",-1.93872,1.23476,-2.31346,2.05671,-2.80807,2.94354,-3.46666,3.84545,-0.830713,1.4059,-1.68516,2.13258,-2.54909,2.99024,-3.41756,3.88435,-0.927432,1.15739,-1.68467,2.05152,-2.51752,2.95884,-3.37383,3.8713
"3442",-1.31492,2.20604,-1.85155,2.53126,-2.54313,3.0625,-3.29934,3.77474,-0.784556,2.40119,-1.58097,2.67141,-2.38533,3.08985,-3.19486,3.74552,-0.919842,1.11401,-1.64257,1.93867,-2.42093,2.77951,-3.21868,3.6281
"3443",-1.76346,1.77512,-2.17597,2.15346,-2.76416,2.82711,-3.58231,3.66261,-0.782409,1.36467,-1.59444,2.14546,-2.42485,2.98607,-3.26596,3.84774,-1.02748,1.28123,-1.79575,2.0415,-2.61717,2.8701,-3.45649,3.72609
"3444",-1.52394,2.20608,-2.00528,2.53247,-2.73116,3.09218,-3.55434,3.9099,-0.817197,2.40125,-1.6704,2.67254,-2.53754,3.13176,-3.41096,3.96468,-0.928847,1.28981,-1.70298,2.11912,-2.54718,3.02081,-3.41169,3.93567
"3445",-1.75932,1.55499,-1.93925,2.01384,-2.50391,2.57838,-3.19583,3.28755,-0.697126,1.23064,-1.43867,1.86628,-2.19391,2.60611,-2.9548,3.37547,-0.851084,1.01544,-1.53002,1.71894,-2.27334,2.48861,-3.03062,3.26922
"3446",-2.24387,1.74407,-2.36244,2.37147,-2.86271,3.21228,-3.68832,4.10128,-0.763328,1.40837,-1.57406,2.27167,-2.46383,3.18627,-3.36293,4.1145,-1.03153,1.10481,-1.86368,1.95695,-2.75421,2.87619,-3.65473,3.808
"3447",-2.18977,2.14351,-2.31411,2.46686,-2.56848,2.93092,-3.01831,3.49566,-0.754485,1.27344,-1.51548,1.91713,-2.27909,2.62634,-3.04408,3.37021,-0.830162,1.05307,-1.48998,1.81746,-2.1965,2.59547,-2.93313,3.37916
"3448",-2.39865,1.77502,-2.5265,2.1483,-2.7611,2.73805,-3.18372,3.4936,-0.760953,1.26625,-1.53333,1.9143,-2.3096,2.64,-3.0877,3.40499,-0.832459,0.996921,-1.50721,1.77718,-2.24543,2.57281,-3.01138,3.37344
"3449",-1.75932,1.55502,-1.9193,2.01387,-2.51254,2.57504,-3.20733,3.2706,-0.689939,1.23841,-1.42422,1.89485,-2.17457,2.6367,-2.93191,3.40359,-0.851057,1.09973,-1.49311,1.83108,-2.18533,2.59988,-2.93379,3.37787
"3450",-1.43821,1.11875,-1.97298,1.72517,-2.77406,2.50451,-3.59149,3.32056,-0.566621,1.53876,-1.1572,2.36404,-1.89967,3.2035,-2.72416,4.04754,-1.07803,0.851849,-1.8964,1.63682,-2.72519,2.44471,-3.55739,3.27223
"3451",-1.50642,1.44031,-1.88759,1.99211,-2.52467,2.72455,-3.22983,3.50626,-0.720837,1.30621,-1.48033,2.01694,-2.25279,2.78932,-3.03084,3.58386,-0.896935,1.04435,-1.59248,1.79919,-2.33385,2.602,-3.08809,3.41361
"3452",-1.55329,1.17903,-1.92749,1.9125,-2.67774,2.74381,-3.49218,3.59448,-0.774425,1.53598,-1.56454,2.35957,-2.36464,3.20026,-3.17158,4.0486,-1.0767,1.1011,-1.89274,1.90144,-2.71981,2.74109,-3.55102,3.59235
"3453",-2.21789,2.17666,-2.3469,2.29737,-2.54599,2.94525,-3.25249,3.76572,-0.791826,1.28367,-1.59773,2.00002,-2.4097,2.80572,-3.22501,3.64381,-0.918908,1.12116,-1.62611,1.95433,-2.3989,2.80476,-3.19802,3.66234
"3454",-1.50155,1.4375,-1.88253,1.99617,-2.50628,2.79097,-3.2752,3.63029,-0.796015,1.28756,-1.60293,2.00954,-2.41562,2.8179,-3.23163,3.65594,-0.918858,1.13399,-1.6236,1.97363,-2.38861,2.82455,-3.17937,3.6809
"3455",-2.40006,1.43826,-2.52857,2.06301,-2.76914,2.94271,-3.51015,3.84507,-0.816285,1.30517,-1.66678,2.09403,-2.53019,2.97207,-3.39939,3.87369,-0.929175,1.16272,-1.7022,2.05567,-2.54342,2.96317,-3.40409,3.87632
"3456",-1.79896,1.20213,-1.9536,2.00454,-2.66944,2.88655,-3.50279,3.78397,-0.839629,1.29668,-1.69726,2.06331,-2.56352,2.92654,-3.43419,3.81766,-0.925978,1.19102,-1.68093,2.07901,-2.51387,2.98076,-3.37117,3.8872
"3457",-1.80266,2.20606,-1.94741,2.53126,-2.54364,3.0611,-3.29958,3.7686,-0.784556,2.40122,-1.58096,2.67148,-2.38531,3.0885,-3.19481,3.73521,-0.919742,1.11283,-1.64222,1.93396,-2.42041,2.76995,-3.21805,3.61325
"3458",-1.50633,1.44024,-1.8843,1.99265,-2.47074,2.73368,-3.17679,3.53257,-0.78207,1.23448,-1.56607,1.91356,-2.35077,2.70071,-3.1358,3.51988,-0.908003,1.12402,-1.54631,1.94215,-2.30186,2.77167,-3.07338,3.60695
"3459",-1.44517,1.19799,-1.90979,2.02611,-2.6804,2.91019,-3.51363,3.80937,-0.816504,1.30209,-1.66729,2.08696,-2.53101,2.96066,-3.40051,3.85779,-0.929336,1.1559,-1.70311,2.04309,-2.54488,2.94544,-3.40595,3.8537
"3460",-1.78899,1.71951,-2.22881,2.41328,-2.85265,3.27785,-3.6993,4.20023,-0.8195,1.41124,-1.66396,2.29569,-2.54281,3.23977,-3.44318,4.20097,-1.01064,1.3226,-1.8729,2.20624,-2.77341,3.14658,-3.68373,4.10369
"3461",-1.8216,1.6706,-2.10894,2.3503,-2.86282,3.18566,-3.6949,4.07011,-0.713013,1.40421,-1.57374,2.26361,-2.46339,3.17378,-3.36234,4.09734,-1.01134,1.02738,-1.86315,1.92679,-2.75393,2.84915,-3.65442,3.77827
"3462",-2.15135,1.76526,-2.29369,2.39516,-2.83196,3.2198,-3.64696,4.09694,-0.75454,1.40313,-1.55503,2.25836,-2.43658,3.16403,-3.32823,4.08319,-1.01059,1.06893,-1.85651,1.92927,-2.74049,2.8422,-3.63405,3.76548
"3463",-2.39875,1.74352,-2.52682,2.37392,-2.85819,3.2193,-3.68275,4.11346,-0.770316,1.40552,-1.58185,2.26991,-2.46653,3.18711,-3.36437,4.1186,-1.0885,1.11515,-1.88328,1.97922,-2.76729,2.89927,-3.66535,3.83347
"3464",-1.50674,1.44052,-1.89115,2.0194,-2.5275,2.78555,-3.23318,3.58944,-0.772055,2.33462,-1.55553,2.46198,-2.34443,2.84644,-3.13626,3.60348,-0.896951,1.11639,-1.59269,1.92594,-2.3344,2.74457,-3.08902,3.5676
"3465",-2.39866,1.43773,-2.52657,2.00111,-2.76219,2.76185,-3.21156,3.56385,-0.77403,1.22892,-1.55941,1.87807,-2.34926,2.6459,-3.14133,3.4529,-0.828335,1.09591,-1.50585,1.89834,-2.25514,2.71888,-3.03171,3.54436
"3466",-1.53018,1.77501,-1.98179,2.14867,-2.76416,2.77907,-3.58231,3.6144,-0.78241,1.36343,-1.59445,2.13959,-2.42486,2.97297,-3.26597,3.82647,-1.02748,1.08657,-1.79575,1.91784,-2.61717,2.77216,-3.4565,3.63629
"3467",-2.35534,2.20515,-2.61319,2.52743,-3.00123,3.06822,-3.50753,3.8713,-0.83981,2.40128,-1.69778,2.67234,-2.56444,3.10488,-3.4355,3.87399,-0.926021,1.1951,-1.6812,2.08802,-2.51455,2.9953,-3.37232,3.90733
"3468",-2.40068,1.30677,-2.53187,2.04317,-2.79145,2.86677,-3.31827,3.70682,-0.775972,1.29183,-1.56763,2.02365,-2.36865,2.83417,-3.17523,3.67103,-0.920557,1.07971,-1.64665,1.90677,-2.42793,2.75433,-3.22716,3.60904
"3469",-2.15137,1.76509,-2.2938,2.41452,-2.85068,3.27776,-3.67734,4.19489,-0.819218,1.40936,-1.65976,2.28779,-2.52879,3.22559,-3.42011,4.18076,-1.01052,1.3227,-1.86385,2.20521,-2.75755,3.14227,-3.66158,4.09484
"3470",-1.82161,1.66974,-2.11145,2.34903,-2.86684,3.18713,-3.69912,4.07556,-0.765123,1.40652,-1.57396,2.26899,-2.46203,3.18291,-3.36025,4.11056,-1.01126,1.11228,-1.86274,1.96341,-2.75306,2.88046,-3.65305,3.81121
"3471",-1.56266,1.7001,-2.10876,2.38395,-2.86559,3.22774,-3.70168,4.12485,-0.786866,1.41073,-1.62525,2.27897,-2.50747,3.20068,-3.40618,4.13706,-1.03151,1.14871,-1.8646,2.02318,-2.75776,2.94545,-3.66158,3.8829
"3472",-2.35538,2.17669,-2.61322,2.299,-3.00125,2.9863,-3.50655,3.86548,-0.837876,1.29983,-1.69537,2.07416,-2.56162,2.94448,-3.43227,3.84167,-0.926015,1.18609,-1.68125,2.07523,-2.51483,2.98155,-3.37272,3.89308
"3473",-2.15135,1.76496,-2.29384,2.41295,-2.85932,3.27497,-3.68739,4.19106,-0.819232,1.41027,-1.66001,2.28805,-2.52987,3.22491,-3.42231,4.17914,-1.00458,1.32249,-1.86151,2.20437,-2.75714,3.14072,-3.66264,4.09254
"3474",-2.18976,2.14344,-2.31407,2.46615,-2.56877,2.92723,-3.21596,3.47839,-0.690189,1.2633,-1.42528,1.91091,-2.17668,2.64778,-2.93516,3.41393,-0.813855,1.10032,-1.46063,1.83251,-2.1884,2.60244,-2.93834,3.38159
"3475",-2.39875,1.74664,-2.52683,2.4134,-2.84925,3.26693,-3.67568,4.17155,-0.770379,1.40719,-1.59287,2.27922,-2.483,3.2065,-3.38447,4.14886,-1.08871,1.1188,-1.88665,2.00453,-2.77421,2.93993,-3.6758,3.88692
"3476",-2.25135,1.74521,-2.37591,2.41035,-2.85367,3.27007,-3.67881,4.18313,-0.819219,1.40856,-1.65977,2.28424,-2.52876,3.2186,-3.42004,4.17012,-1.01107,1.32157,-1.86428,2.19991,-2.75791,3.13234,-3.66189,4.08035
"3477",-1.50155,1.43765,-1.88266,2.04587,-2.63954,2.92259,-3.47682,3.82309,-0.838283,1.29563,-1.69513,2.06502,-2.56058,2.93372,-3.43037,3.83033,-0.926938,1.18581,-1.68341,2.08278,-2.51635,2.9898,-3.37298,3.90122
"3478",-1.30571,1.22398,-1.88362,2.03369,-2.67747,2.92425,-3.49526,3.83183,-0.837166,1.53646,-1.69379,2.36247,-2.55919,3.20968,-3.42897,4.07151,-1.0767,1.17789,-1.89273,2.07626,-2.71972,2.9863,-3.55083,3.9016
"3479",-1.50632,1.44028,-1.8806,2.01684,-2.44939,2.78172,-3.15847,3.58511,-0.772055,2.33461,-1.55553,2.46168,-2.34445,2.81917,-3.13631,3.53309,-0.838862,1.11473,-1.49941,1.92638,-2.23563,2.74611,-3.00394,3.56995
